iter	RMSE
929	0.1216922443
930	0.1215476785
931	0.1214128144
932	0.1212142658
933	0.1210741664
934	0.120891502
935	0.1208536918
936	0.1207164699
937	0.1205921439
938	0.1205319335
939	0.1203995724
940	0.1203711722
941	0.1202973511
942	0.1201077471
943	0.1199415517
944	0.1197283288
945	0.1194893952
946	0.1192945645
947	0.1190757585
948	0.1188908715
949	0.1187596086
950	0.1185901275
951	0.1185478569
952	0.1184097625
953	0.1182892333
954	0.1181527911
955	0.1179740458
956	0.1178913048
957	0.1177473601
958	0.1176856771
959	0.1175209608
960	0.1173404664
961	0.1173087067
962	0.1171859712
963	0.1170502866
964	0.1170058179
965	0.1168439377
966	0.1167084633
967	0.1165965195
968	0.1164600227
969	0.1163526744
970	0.1162585491
971	0.1161617422
972	0.1160377534
973	0.1158722559
974	0.1158268322
975	0.1157277422
976	0.1155783101
977	0.115399195
978	0.1152905672
979	0.1152652782
980	0.1150646353
981	0.1149124956
982	0.1148118085
983	0.1146565469
984	0.1145760944
985	0.1144796416
986	0.1143832838
987	0.1142318178
988	0.1141762514
989	0.1140838574
990	0.1139203565
991	0.113711525
992	0.1136684765
993	0.1135567402
994	0.1135128806
995	0.113448699
996	0.1133369844
997	0.1132021056
998	0.1130823121
999	0.1129615021
