iter	RMSE
134	1.616284856
135	1.601117432
136	1.58741104
137	1.582473505
138	1.571832582
139	1.556917302
140	1.54386213
141	1.532532191
142	1.527831524
143	1.515544275
144	1.503515056
145	1.500401117
146	1.488326144
147	1.484332848
148	1.4737246
149	1.467621468
150	1.459653724
151	1.45413971
152	1.449655253
153	1.445760811
154	1.441784765
155	1.43057845
156	1.424662514
157	1.416152416
158	1.413120963
159	1.410439364
160	1.40067652
161	1.397181963
162	1.394656325
163	1.388424828
164	1.377701987
165	1.375145087
166	1.367155342
167	1.364418295
168	1.357561212
169	1.352987324
170	1.343329784
171	1.340724007
172	1.337860565
173	1.335520743
174	1.332497624
175	1.323609672
176	1.315762409
177	1.312031887
178	1.308293849
179	1.306006339
180	1.304030384
181	1.302378807
182	1.300468939
183	1.288861835
184	1.286646091
185	1.281907744
186	1.280275352
187	1.271284439
188	1.262949767
189	1.260822934
190	1.255565968
191	1.254054159
192	1.252299989
193	1.25006191
194	1.247982415
195	1.240859177
196	1.239240591
197	1.237457487
198	1.235906436
199	1.234257904
200	1.225131461
201	1.216168885
202	1.214524204
203	1.212751781
204	1.204251273
205	1.202696277
206	1.201424834
207	1.199775462
208	1.192061603
209	1.183414478
210	1.175649477
211	1.16867566
212	1.160760993
213	1.155943834
214	1.153061803
215	1.151611756
216	1.150465322
217	1.144716302
218	1.138460259
219	1.13560643
220	1.131057559
221	1.125002957
222	1.116941547
223	1.112300344
224	1.111164166
225	1.105682249
226	1.098954461
227	1.097870407
228	1.091725733
229	1.090800623
230	1.089684846
231	1.084712986
232	1.08372914
233	1.078396718
234	1.076207104
235	1.075278295
236	1.07353372
237	1.070955041
238	1.066390719
239	1.064179434
240	1.063322217
241	1.059563851
242	1.053504431
243	1.048242653
244	1.046893037
245	1.043157849
246	1.041875335
247	1.036160575
248	1.035402506
249	1.033495395
250	1.032767128
251	1.02825183
252	1.026570803
253	1.025466536
254	1.020532448
255	1.019866945
256	1.019216649
257	1.018581197
258	1.017024477
259	1.016036454
260	1.011416631
261	1.01082214
262	1.01024126
263	1.008930736
264	1.003042711
265	1.002487245
266	1.001944533
267	0.9986720615
268	0.9940550407
269	0.9935405006
270	0.9898537546
271	0.9893579185
272	0.988141867
273	0.9843458529
274	0.9838772576
275	0.9809602768
276	0.9761043353
277	0.9722277174
278	0.971785052
279	0.9686524226
280	0.9682279351
281	0.9650243191
282	0.964617598
283	0.9603276511
284	0.9579194973
285	0.9562517733
286	0.9546705353
287	0.9506856987
288	0.9503151624
289	0.9488336046
290	0.9461109975
291	0.942432364
292	0.9379458899
293	0.9349233379
294	0.9313067026
295	0.9289694651
296	0.9263988444
297	0.9231907259
298	0.9204360982
299	0.9183379719
300	0.9160083247
301	0.9132261581
302	0.9111771043
303	0.9088731973
304	0.9065710055
305	0.9019537791
306	0.9005643148
307	0.9000419221
308	0.8964136103
309	0.8946135042
310	0.8941160378
311	0.8897828392
312	0.887545606
313	0.8870655854
314	0.8844741926
315	0.8821195397
316	0.8796226339
317	0.8762446645
318	0.8730307945
319	0.8700324103
320	0.8695875802
321	0.8671608725
322	0.863163751
323	0.8613539852
324	0.859200648
325	0.8566196338
326	0.8543241778
327	0.8527696857
328	0.8490771121
329	0.8466117074
330	0.8430856636
331	0.8406976487
332	0.8378226845
333	0.8356730197
334	0.8338211893
335	0.8308565094
336	0.8283063191
337	0.824959891
338	0.8240332881
339	0.8219830411
340	0.8195434312
341	0.8176080663
342	0.8151344056
343	0.8120690808
344	0.8101484361
345	0.807066037
346	0.8048771611
347	0.8027794953
348	0.8003531312
349	0.79805457
350	0.7960048419
351	0.7935548695
352	0.7919843897
353	0.7896423981
354	0.7875123813
355	0.7847528481
356	0.7835084432
357	0.7813561501
358	0.7798841363
359	0.7780115957
360	0.7762543393
361	0.774911446
362	0.7737949097
363	0.7717394291
364	0.7685441159
365	0.7669124442
366	0.7649144953
367	0.7635141798
368	0.7612505241
369	0.7588771574
370	0.7564222707
371	0.7553858246
372	0.7534637494
373	0.7509950999
374	0.7496263619
375	0.7475761174
376	0.7461349488
377	0.7445837046
378	0.7412175509
379	0.7393780004
380	0.737712785
381	0.7362225189
382	0.7346003671
383	0.7330743457
384	0.7306396573
385	0.7295989918
386	0.7281261212
387	0.7264372249
388	0.7236741498
389	0.7223284292
390	0.7203291195
391	0.7183344409
392	0.7153424592
393	0.7144054207
394	0.7124407577
395	0.7100937999
396	0.7088901101
397	0.70724913
398	0.7056624471
399	0.7043915804
400	0.7034360567
401	0.7024535635
402	0.7015507509
403	0.6992714449
404	0.697464213
405	0.6953146377
406	0.6936056315
407	0.6927555274
408	0.6912830244
409	0.6900200525
410	0.6888749583
411	0.6870694878
412	0.6845709323
413	0.6834352975
414	0.6803989262
415	0.6786112814
416	0.6771365567
417	0.6757066275
418	0.6742977706
419	0.6729971677
420	0.6718525932
421	0.6703269141
422	0.6692037467
423	0.6664163468
424	0.6645125175
425	0.6631365645
426	0.6612402809
427	0.6601483298
428	0.6587321995
429	0.6574394969
430	0.6552860775
431	0.6535987714
432	0.652553158
433	0.6508167006
434	0.6501876424
435	0.6488153414
436	0.6481339372
437	0.6478475933
438	0.6456966432
439	0.6436147295
440	0.6416638237
441	0.641219295
442	0.6397684688
443	0.6385526983
444	0.636850268
445	0.6354081822
446	0.6346742568
447	0.6338273845
448	0.6331194631
449	0.632180389
450	0.6299145499
451	0.6278155686
452	0.6271293214
453	0.6264673966
454	0.6243814721
455	0.622636902
456	0.6205181469
457	0.6194718258
458	0.6177850992
459	0.6170097646
460	0.6164001016
461	0.6147995786
462	0.6135351719
463	0.611669918
464	0.60985873
465	0.6083314087
466	0.6073571236
467	0.6049754604
468	0.6040666811
469	0.6033174686
470	0.6020709882
471	0.5998400338
472	0.599357351
473	0.5987052457
474	0.5978647562
475	0.5965020523
476	0.5956645168
477	0.5939637368
478	0.5926422715
479	0.5902039062
480	0.5887586947
481	0.5882724397
482	0.5869746345
483	0.5855541048
484	0.5848876793
485	0.5838455789
486	0.5825007448
487	0.5804457419
488	0.5793755248
489	0.5782897955
490	0.5777498008
491	0.5763901927
492	0.5757636016
493	0.5743718895
494	0.5722566669
495	0.5708222271
496	0.5696307952
497	0.5687942458
498	0.5678315238
499	0.5664164131
500	0.5656620639
501	0.5645234114
502	0.5643233433
503	0.5633131627
504	0.5617331883
505	0.560963512
506	0.5597371315
507	0.5580261292
508	0.5568002789
509	0.5561668653
510	0.5542328167
511	0.5538465892
512	0.5531654126
513	0.5524667333
514	0.5519024331
515	0.5514343756
516	0.5504054956
517	0.5484896619
518	0.5467660579
519	0.5448893534
520	0.5437993706
521	0.5421912014
522	0.5413457294
523	0.5403213346
524	0.5393388669
525	0.538432521
526	0.5372973043
527	0.535991795
528	0.535303111
529	0.5344351344
530	0.5330520869
531	0.5323908963
532	0.5315860194
533	0.5303572952
534	0.5294021419
535	0.5289803314
536	0.5280223284
537	0.5268261914
538	0.5264631339
539	0.5257550714
540	0.5247285027
541	0.5237973605
542	0.5231909045
543	0.5223847886
544	0.5208930316
545	0.5198374348
546	0.5192413936
547	0.5186702245
548	0.5178194971
549	0.5166302034
550	0.5152379072
551	0.5141389705
552	0.5138580928
553	0.5125122363
554	0.5109897071
555	0.5097759509
556	0.5085651132
557	0.5079699256
558	0.5071131655
559	0.5058005769
560	0.5044238006
561	0.5039802218
562	0.5035326374
563	0.5028302871
564	0.5022331058
565	0.5010625015
566	0.5006385065
567	0.4997321053
568	0.4993904759
569	0.4986063336
570	0.4976981362
571	0.4962764979
572	0.4950899392
573	0.4947760312
574	0.4943847954
575	0.4931683785
576	0.492861487
577	0.491667628
578	0.4906959776
579	0.4894095587
580	0.4884048852
581	0.4877514898
582	0.4870768124
583	0.4861398569
584	0.4850900005
585	0.4849242686
586	0.4843678331
587	0.4840076933
588	0.4833634916
589	0.4823272901
590	0.4810633505
591	0.4807747097
592	0.4803782041
593	0.4800800587
594	0.4794403691
595	0.4791463071
596	0.4781072333
597	0.4776020067
598	0.4769201504
599	0.4756453192
600	0.4753646933
601	0.4743406032
602	0.4732735932
603	0.4721771174
604	0.4711115793
605	0.4708392111
606	0.4698600668
607	0.4687586046
608	0.4676672679
609	0.4673064077
610	0.4660919912
611	0.4649360963
612	0.4645738245
613	0.4634040646
614	0.4624830021
615	0.4611609472
616	0.4603298232
617	0.459763273
618	0.4583431277
619	0.4573469248
620	0.4561154703
621	0.4555531826
622	0.4546220954
623	0.4540849792
624	0.4531149711
625	0.4526680428
626	0.4522915287
627	0.4516458687
628	0.4506682334
629	0.4499594719
630	0.4491554032
631	0.4484591984
632	0.447704948
633	0.4470976317
634	0.4469070406
635	0.4465681493
636	0.4461212493
637	0.4457502417
638	0.4449240828
639	0.4445884511
640	0.4436562451
641	0.4434928609
642	0.443185914
643	0.4426564408
644	0.4417775375
645	0.4408951014
646	0.4405536308
647	0.4396536428
648	0.4390399703
649	0.4380392151
650	0.4371653899
651	0.4365851362
652	0.435877573
653	0.435501405
654	0.4347291945
655	0.4341168243
656	0.4332942745
657	0.4325904232
658	0.4322250457
659	0.4318090817
660	0.4311792011
661	0.4303816412
662	0.4292481015
663	0.4291747871
664	0.4284330311
665	0.4277531236
666	0.4271561808
667	0.4262853154
668	0.4254986747
669	0.424957749
670	0.4245622691
671	0.4244163365
672	0.4241127339
673	0.4231911141
674	0.4226569366
675	0.4219479333
676	0.42179514
677	0.4212781954
678	0.4209530275
679	0.4201285776
680	0.4192643959
681	0.4183740187
682	0.4179302728
683	0.4174652861
684	0.416584673
685	0.416233507
686	0.4153957401
687	0.4151195685
688	0.4141831771
689	0.4131462665
690	0.4128062386
691	0.412561712
692	0.4117995628
693	0.4113057403
694	0.410511722
695	0.4099424957
696	0.4096815682
697	0.4087261066
698	0.4079264277
699	0.4072417714
700	0.4067694361
701	0.4058095491
702	0.4048327961
703	0.4042631337
704	0.4039893799
705	0.4035302662
706	0.4029654957
707	0.4022310849
708	0.4014442265
709	0.4010979459
710	0.4003034698
711	0.3998681677
712	0.3993346173
713	0.3988560585
714	0.3981278314
715	0.3974967869
716	0.3972579437
717	0.3970652873
718	0.3964184031
719	0.3961323938
720	0.3954028844
721	0.3951227445
722	0.3947976598
723	0.3944342128
724	0.3935518961
725	0.3931069023
726	0.3923488977
727	0.3918578215
728	0.3914954214
729	0.3909009318
730	0.3902862411
731	0.3898883323
732	0.3888437259
733	0.3887194806
734	0.3886030077
735	0.3876271495
736	0.3873109332
737	0.3870066807
738	0.3862356893
739	0.3860337859
740	0.3852824337
741	0.385120139
742	0.3848401429
743	0.3840561248
744	0.3835411219
745	0.383188546
746	0.3826666578
747	0.3822451472
748	0.3817848216
749	0.3814219183
750	0.380609157
751	0.3800974467
752	0.3793589961
753	0.3785566266
754	0.3779901288
755	0.3774048735
756	0.3769939765
757	0.3762495277
758	0.375761357
759	0.3751978383
760	0.3745035935
761	0.3738621508
762	0.3735223467
763	0.3728084556
764	0.3722637378
765	0.3718758497
766	0.3711197187
767	0.3707670385
768	0.3704175296
769	0.369571406
770	0.3692454356
771	0.3686700514
772	0.3682777684
773	0.3678549632
774	0.3672065187
775	0.3665577616
776	0.3661574531
777	0.3658962048
778	0.3652767299
779	0.3650446789
780	0.3644080585
781	0.3638823548
782	0.3634810518
783	0.3627003265
784	0.3621643724
785	0.3614634281
786	0.3612236065
787	0.3607623572
788	0.3602806193
789	0.3598282068
790	0.3595676506
791	0.3587594095
792	0.3584696353
793	0.3581627609
794	0.3578975741
795	0.3576424358
796	0.3569474084
797	0.3569056023
798	0.356855856
799	0.3561586858
800	0.3555902597
801	0.3554534485
802	0.3547025567
803	0.3545631479
804	0.3539454262
805	0.3534541891
806	0.3531775418
807	0.3528939979
808	0.3521531869
809	0.3517976598
810	0.3512059922
811	0.3506401449
812	0.3501380872
813	0.3496353021
814	0.3492694138
815	0.348986534
816	0.3483527672
817	0.3481861945
818	0.3477866983
819	0.3476970637
820	0.3470412616
821	0.3464352069
822	0.3463301666
823	0.3457628363
824	0.3456586376
825	0.3449295974
826	0.3443038866
827	0.343911998
828	0.3432032594
829	0.3426793777
830	0.3420458095
831	0.3414181532
832	0.3408239907
833	0.3400709375
834	0.3393727205
835	0.3391057133
836	0.3385370602
837	0.3382647781
838	0.3376319354
839	0.3373701839
840	0.3371142257
841	0.336532475
842	0.3360744723
843	0.3355603486
844	0.3350740956
845	0.3346293822
846	0.334379843
847	0.3340511487
848	0.3334669302
849	0.332930359
850	0.3325176293
851	0.331990374
852	0.3314487423
853	0.3310573134
854	0.3303740553
855	0.3299478627
856	0.3293894326
857	0.3289636995
858	0.3285228889
859	0.3281713563
860	0.3276344735
861	0.3273963908
862	0.3271892149
863	0.3266210932
864	0.3263889241
865	0.3259130931
866	0.3256075899
867	0.3252803582
868	0.3248763507
869	0.3242562239
870	0.3237681904
871	0.323449373
872	0.3229223636
873	0.3224177801
874	0.3219987192
875	0.321719207
876	0.3215025325
877	0.3212775675
878	0.3209507441
879	0.3207549357
880	0.3203119067
881	0.3197439496
882	0.3195794283
883	0.3190639281
884	0.3187557252
885	0.3183884467
886	0.3183540177
887	0.3178328575
888	0.3172370309
889	0.3167395485
890	0.3161935092
891	0.3156135566
892	0.3154504531
893	0.3148334084
894	0.3144554471
895	0.3139588449
896	0.3137380148
897	0.3135693379
898	0.3129147006
899	0.3124658009
900	0.3119147763
901	0.311438295
902	0.3108805283
903	0.3105239312
904	0.3101455144
905	0.3097632433
906	0.3092304544
907	0.3088673656
908	0.3083658596
909	0.3078947922
910	0.3075170311
911	0.3074614245
912	0.3071820444
913	0.3067924876
914	0.3065427979
915	0.3062589346
916	0.3057553322
917	0.3054361279
918	0.3051932607
919	0.3049996717
920	0.3046276874
921	0.3042675292
922	0.3039458853
923	0.3034408375
924	0.302996313
925	0.3025386027
926	0.3023725087
927	0.3021280553
928	0.3020535596
929	0.3018945264
930	0.3017627543
931	0.3013068702
932	0.3009900456
933	0.3004935559
934	0.2998847957
935	0.2993694555
936	0.2992502944
937	0.2989201149
938	0.2984728039
939	0.2978608193
940	0.297810975
941	0.2972337994
942	0.2969197685
943	0.2967104111
944	0.2963616138
945	0.2961029845
946	0.2956536763
947	0.2951204165
948	0.2949381494
949	0.2946573578
950	0.2941710025
951	0.2936880746
952	0.2934482159
953	0.2930435227
954	0.2924356972
955	0.2922322987
956	0.2921219528
957	0.2920093927
958	0.2918945365
959	0.2914869632
960	0.2912590605
961	0.2911871469
962	0.2909634696
963	0.2906077768
964	0.2902382983
965	0.2897647188
966	0.2893494556
967	0.2892399292
968	0.2889232304
969	0.2888775405
970	0.2883779455
971	0.2880611631
972	0.2879194716
973	0.2878580103
974	0.2874394025
975	0.2869856295
976	0.2865443752
977	0.2860925308
978	0.2856522453
979	0.2853954511
980	0.2848973611
981	0.2848618785
982	0.2846289828
983	0.2843165097
984	0.2840119222
985	0.2834835861
986	0.2831892662
987	0.2827999363
988	0.282321617
989	0.2819793344
990	0.2816785224
991	0.2816155488
992	0.2813044878
993	0.2808526512
994	0.2803920367
995	0.2801023792
996	0.2796069194
997	0.2792796181
998	0.279062315
999	0.2787442833
